route,grade,grade_band,discipline,grade_system,area,wall,source,latitude,longitude,row_key,notion_page_id,status,coord_source
4einhalb,6b+,Boulder,boulder,Font,Bucklige Welt,Black Metal,Keltenkalk,47.65241,16.139402,Bucklige Welt | Black Metal | 4einhalb,,in Notion DB,outdooractive: Bucklige Welt / Black Metal Block (272950208)
Aalglatt,8,8-11,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Aalglatt,3a921413-5351-8108-8703-f538ebdd3186,review (Helenental) — in DB,master xlsx: Zwergwandl
Zwergenfalle,8,8-11,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Zwergenfalle,3a921413-5351-817a-b826-d60474d79c34,review (Helenental) — in DB,master xlsx: Zwergwandl
Fallschnee,8-,8-11,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Fallschnee,3a921413-5351-814a-bdec-c53b13069587,review (Helenental) — in DB,master xlsx: Zwergwandl
Schneewitwe,6,5-7,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Schneewitwe,3a921413-5351-813d-becd-e78d5762226c,review (Helenental) — in DB,master xlsx: Zwergwandl
Zwergdiagonale,5a,Boulder,boulder,Font,Helenental,Zwergwandl (Boulder),Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl (Boulder) | Zwergdiagonale,3a921413-5351-8156-bbac-df6a429dda30,review (Helenental) — in DB,master xlsx: Zwergwandl (boulder variant)
Arschglatt,6b+,Boulder,boulder,Font,Helenental,Zwergwandl (Boulder),Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl (Boulder) | Arschglatt,3a921413-5351-8112-bb63-d36d470b40e9,review (Helenental) — in DB,master xlsx: Zwergwandl (boulder variant)
Fingerbeisser,6b+,Boulder,boulder,Font,Helenental,Zwergwandl (Boulder),Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl (Boulder) | Fingerbeisser,3a921413-5351-8137-9c2c-e0ee4e9e815c,review (Helenental) — in DB,master xlsx: Zwergwandl (boulder variant)
Glattarsch,5c,Boulder,boulder,Font,Helenental,Zwergwandl (Boulder),Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl (Boulder) | Glattarsch,3a921413-5351-81c5-bfa0-c2baedc3e81d,review (Helenental) — in DB,master xlsx: Zwergwandl (boulder variant)
Mooszwerg,4a,Boulder,boulder,Font,Helenental,Zwergwandl (Boulder),Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl (Boulder) | Mooszwerg,3a921413-5351-81a1-9930-f5c61a1ac670,review (Helenental) — in DB,master xlsx: Zwergwandl (boulder variant)
Riesengrosses Aufwärmen,8-,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Riesengrosses Aufwärmen,3a921413-5351-8125-86cd-f394d76de7b9,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Grosses Aufwärmen,7,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Grosses Aufwärmen,3a921413-5351-816b-97fe-cc6a2fe5f5b6,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Sweet City Woman,10-,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Sweet City Woman,3a921413-5351-81de-9b6b-f3a6261e6aa8,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Männerträume,8+,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Männerträume,3a921413-5351-81f3-b369-ee892461d2f4,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Bloc Infernal,9+,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Bloc Infernal,3a921413-5351-81d1-b0d5-eb89151cfbef,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Wilde Züge,8,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Wilde Züge,3a921413-5351-8154-833d-d08d4ff77a64,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Non Plus Ultra Steig,5-,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Non Plus Ultra Steig,3a921413-5351-8103-86f9-ce0665bb51ac,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Grünmandl,5-,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Grünmandl,3a921413-5351-81cb-ac03-d860a074b327,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Zephir,4,1-4,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Zephir,3a921413-5351-81be-8ec3-e6e335ce0a95,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Stoja Steig,5,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Stoja Steig,3a921413-5351-813f-b662-ecc489ceb4bc,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Die Last des Erbes,9,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Die Last des Erbes,3a921413-5351-814a-a4bb-cc19308b5e2a,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Helmut,9+,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Helmut,3a921413-5351-81f8-aa74-d37325c3dd87,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
White Edge,9-,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | White Edge,3a921413-5351-81dc-927d-ffddf2d5dea7,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Heimoverschneidung,5,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Heimoverschneidung,3a921413-5351-819b-be5c-ee5a332745d7,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Direkter Ausstieg (Helenentaler a),6+,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Direkter Ausstieg (Helenentaler a),3a921413-5351-8147-9ec8-fb2ca698680b,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Heini,8,8-11,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Heini,3a921413-5351-8114-a30c-c612cdd58062,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Beisszange,7,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Beisszange,3a921413-5351-8136-b9b1-e3d44d1f7fd2,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Ruck Zuck,5-,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Ruck Zuck,3a921413-5351-817a-b79c-e9716209b0ce,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Kasu,5-,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Kasu,3a921413-5351-811e-b3b3-eb70cf7bb4f8,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Atlas,4+,1-4,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Atlas,,review (Helenental) — new,OSM exact: Helenentaler Blöcke
Mariannenkante,4,1-4,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Mariannenkante,,review (Helenental) — new,OSM exact: Helenentaler Blöcke
Keine Wahl,5-,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Keine Wahl,,review (Helenental) — new,OSM exact: Helenentaler Blöcke
Direkter Ausstieg (Helenentaler b),5,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Direkter Ausstieg (Helenentaler b),3a921413-5351-8147-9ec8-fb2ca698680b,review (Helenental) — in DB,OSM exact: Helenentaler Blöcke
Little Crack,7,5-7,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Little Crack,,review (Helenental) — new,OSM exact: Helenentaler Blöcke
Ohmeier,4+,1-4,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Ohmeier,,review (Helenental) — new,OSM exact: Helenentaler Blöcke
Blauer Fritz,4+,1-4,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Blauer Fritz,,review (Helenental) — new,OSM exact: Helenentaler Blöcke
Fritzlpromenade,3,1-4,sport,UIAA,Helenental,Helenentaler Blöcke,Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke | Fritzlpromenade,,review (Helenental) — new,OSM exact: Helenentaler Blöcke
Muttis Liebling,6c,Boulder,boulder,Font,Helenental,Helenentaler Blöcke (Boulder),Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke (Boulder) | Muttis Liebling,,review (Helenental) — new,OSM (boulder variant): Helenentaler Blöcke
Scheisszange,6a,Boulder,boulder,Font,Helenental,Helenentaler Blöcke (Boulder),Österreich Ost,48.017796,16.193996,Helenental | Helenentaler Blöcke (Boulder) | Scheisszange,,review (Helenental) — new,OSM (boulder variant): Helenentaler Blöcke
Dont Worry,8-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Dont Worry,3a921413-5351-8186-a3cd-e4b3c73c439a,review (Helenental) — in DB,master xlsx: Beethovenwand
ÖKM Kante,9-/9,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | ÖKM Kante,3a921413-5351-817d-8fc0-dce7ef897d54,review (Helenental) — in DB,master xlsx: Beethovenwand
Schwere Ausstattung,10+,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Schwere Ausstattung,3a921413-5351-8100-9632-db541219b012,review (Helenental) — in DB,master xlsx: Beethovenwand
LÜ,10+/11-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | LÜ,3a921413-5351-812f-af15-f2b457cb6c7b,review (Helenental) — in DB,master xlsx: Beethovenwand
Sterben ist zu wenig,9+/10-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Sterben ist zu wenig,3a921413-5351-81d6-8154-cda315733ea0,review (Helenental) — in DB,master xlsx: Beethovenwand
Ewing,9+/10-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Ewing,3a921413-5351-81ff-aa6e-d7e6f46168a4,review (Helenental) — in DB,master xlsx: Beethovenwand
Happel,10-/10,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Happel,3a921413-5351-8193-a15d-c07c283d9892,review (Helenental) — in DB,master xlsx: Beethovenwand
Surprise,10-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Surprise,3a921413-5351-81b4-8bf7-d1a3f7f33aeb,review (Helenental) — in DB,master xlsx: Beethovenwand
Siddharta,9,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Siddharta,3a921413-5351-8104-b7c1-c55b93343dbb,review (Helenental) — in DB,master xlsx: Beethovenwand
Kvp,10,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Kvp,3a921413-5351-81d5-bdb0-d8ac96aa52a8,review (Helenental) — in DB,master xlsx: Beethovenwand
Romans Kante,9+,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Romans Kante,3a921413-5351-818c-8dfb-ea00d62c7a8d,review (Helenental) — in DB,master xlsx: Beethovenwand
Rosegarden Funeral of Sores,9-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Rosegarden Funeral of Sores,3a921413-5351-8176-92e7-cccff516c6bf,review (Helenental) — in DB,master xlsx: Beethovenwand
Give it Away,9,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Give it Away,3a921413-5351-813f-bd64-f1237d79c507,review (Helenental) — in DB,master xlsx: Beethovenwand
Feistritzer,8+,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Feistritzer,3a921413-5351-81f3-8964-fcf292841e28,review (Helenental) — in DB,master xlsx: Beethovenwand
Fritzelacke,8,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Fritzelacke,3a921413-5351-817f-bf65-e224ea40e033,review (Helenental) — in DB,master xlsx: Beethovenwand
Aus Spass wird Ernst,6-,5-7,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Aus Spass wird Ernst,3a921413-5351-81df-8640-f68bab53f218,review (Helenental) — in DB,master xlsx: Beethovenwand
Depression,8+,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Depression,3a921413-5351-8193-adda-eb65ab87560f,review (Helenental) — in DB,master xlsx: Beethovenwand
It's Hard to Be a Man,8,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | It's Hard to Be a Man,3a921413-5351-8120-bfeb-e3e1a9f855cb,review (Helenental) — in DB,master xlsx: Beethovenwand
Pimplegionär,9,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Pimplegionär,3a921413-5351-8124-87cc-eb2d6903d486,review (Helenental) — in DB,master xlsx: Beethovenwand
Steppenwolf,9-/9,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Steppenwolf,3a921413-5351-8151-8241-d0107e6f2267,review (Helenental) — in DB,master xlsx: Beethovenwand
Vergangenheitsbewältigung,8-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Vergangenheitsbewältigung,3a921413-5351-815b-9e3c-e4db0d4d1825,review (Helenental) — in DB,master xlsx: Beethovenwand
In Wie Schuppen von den Augen,8+,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | In Wie Schuppen von den Augen,3a921413-5351-81eb-9c71-f4470424c7c7,review (Helenental) — in DB,master xlsx: Beethovenwand
Dont Fly in Extra Dry,9+,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Dont Fly in Extra Dry,3a921413-5351-812b-b0e1-ee2db7093881,review (Helenental) — in DB,master xlsx: Beethovenwand
Bacdafucup,9+/10-,8-11,sport,UIAA,Helenental,Beethovenwand,Österreich Ost,48.015792,16.195563,Helenental | Beethovenwand | Bacdafucup,3a921413-5351-81ed-a731-d82e59063380,review (Helenental) — in DB,master xlsx: Beethovenwand
Der Standard,7+,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Der Standard,,review (Helenental) — new,master xlsx: Scharfeneck
Kuschelecke Extrem,6,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Kuschelecke Extrem,,review (Helenental) — new,master xlsx: Scharfeneck
Tumor,7,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Tumor,3a921413-5351-8189-93cb-f7ca90b16f90,review (Helenental) — in DB,master xlsx: Scharfeneck
Verbindung,6+,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Verbindung,,review (Helenental) — new,master xlsx: Scharfeneck
Leben und Leben lassen,9+,8-11,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Leben und Leben lassen,,review (Helenental) — new,master xlsx: Scharfeneck
A Lurch (Scharfeneck),7+,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | A Lurch (Scharfeneck),,review (Helenental) — new,master xlsx: Scharfeneck
Schubumkehr,10-,8-11,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Schubumkehr,,review (Helenental) — new,master xlsx: Scharfeneck
Hekla,9,8-11,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Hekla,,review (Helenental) — new,master xlsx: Scharfeneck
Zwerg Nase,8+,8-11,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Zwerg Nase,,review (Helenental) — new,master xlsx: Scharfeneck
Unten Hui Oben Pfui,5-,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Unten Hui Oben Pfui,,review (Helenental) — new,master xlsx: Scharfeneck
Grundkurs,3,1-4,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Grundkurs,,review (Helenental) — new,master xlsx: Scharfeneck
Schuppenriss,4+,1-4,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Schuppenriss,,review (Helenental) — new,master xlsx: Scharfeneck
Waldgnom,6,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Waldgnom,,review (Helenental) — new,master xlsx: Scharfeneck
Nordwest,6-,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Nordwest,,review (Helenental) — new,master xlsx: Scharfeneck
Toprope Verbot,7-,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Toprope Verbot,,review (Helenental) — new,master xlsx: Scharfeneck
Stolperstein,6,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Stolperstein,,review (Helenental) — new,master xlsx: Scharfeneck
Kudlmudl,6,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Kudlmudl,,review (Helenental) — new,master xlsx: Scharfeneck
Die Klassische,6,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Die Klassische,,review (Helenental) — new,master xlsx: Scharfeneck
Milde Bestie,7-,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Milde Bestie,,review (Helenental) — new,master xlsx: Scharfeneck
Wilde Bestie,8,8-11,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Wilde Bestie,,review (Helenental) — new,master xlsx: Scharfeneck
Entbestialisierung,7,5-7,sport,UIAA,Helenental,Scharfeneck,Österreich Ost,48.015771,16.194458,Helenental | Scharfeneck | Entbestialisierung,,review (Helenental) — new,master xlsx: Scharfeneck
...und die Kleinen verrecken,7,5-7,sport,UIAA,Helenental,Herziges Türmchen,Österreich Ost,48.015771,16.194458,Helenental | Herziges Türmchen | ...und die Kleinen verrecken,,review (Helenental) — new,master xlsx: Scharfeneck (adjacent)
Dschungeldach,5+,5-7,sport,UIAA,Helenental,Herziges Türmchen,Österreich Ost,48.015771,16.194458,Helenental | Herziges Türmchen | Dschungeldach,,review (Helenental) — new,master xlsx: Scharfeneck (adjacent)
Herziges Türmchen,7-,5-7,sport,UIAA,Helenental,Herziges Türmchen,Österreich Ost,48.015771,16.194458,Helenental | Herziges Türmchen | Herziges Türmchen,,review (Helenental) — new,master xlsx: Scharfeneck (adjacent)
Zooropa,8,8-11,sport,UIAA,Helenental,Siegenfelder Steinbruch,Österreich Ost,48.022607,16.192024,Helenental | Siegenfelder Steinbruch | Zooropa,3a921413-5351-81e2-a007-f8e87647d40f,review (Helenental) — in DB,master xlsx: Siegenfelder Steinbruch
Numb,5,5-7,sport,UIAA,Helenental,Siegenfelder Steinbruch,Österreich Ost,48.022607,16.192024,Helenental | Siegenfelder Steinbruch | Numb,3a921413-5351-81dc-be09-f9a2782640c0,review (Helenental) — in DB,master xlsx: Siegenfelder Steinbruch
Vergessener Grat,3+,1-4,sport,UIAA,Helenental,Siegenfelder Steinbruch,Österreich Ost,48.022607,16.192024,Helenental | Siegenfelder Steinbruch | Vergessener Grat,3a921413-5351-815e-b971-f2af1d3bf9e8,review (Helenental) — in DB,master xlsx: Siegenfelder Steinbruch
Weisser Pfeiler,4,1-4,sport,UIAA,Helenental,Siegenfelder Steinbruch,Österreich Ost,48.022607,16.192024,Helenental | Siegenfelder Steinbruch | Weisser Pfeiler,3a921413-5351-8124-971c-c9c68efb0f79,review (Helenental) — in DB,master xlsx: Siegenfelder Steinbruch
